Input.Sample	B.cells.naive	B.cells.memory	Plasma.cells	T.cells.CD8	T.cells.CD4.naive	T.cells.CD4.memory.resting	T.cells.CD4.memory.activated	T.cells.follicular.helper	T.cells.regulatory..Tregs.	T.cells.gamma.delta	NK.cells.resting	NK.cells.activated	Monocytes	Macrophages.M0	Macrophages.M1	Macrophages.M2	Dendritic.cells.resting	Dendritic.cells.activated	Mast.cells.resting	Mast.cells.activated	Eosinophils	Neutrophils	P.value	Pearson.Correlation	RMSE	Type	Input.Sample	Alt_ID	Cohort						
X726	0.033093009	0	0.01422634	0.119658187	0	0.105340262	0.08188756	0.107877102	0.010825573	0	0	0.032170515	0.0157678	0.088667611	0.123512438	0.224822145	0.042151457	0	0	0	0	0	0	0.374028576	0.928535845	BRCA	X726	X726	TCGA_Cau						
X727	0.098261853	0	0.014515393	0.034599162	0	0.171081146	0	0.024034975	0.056338174	0	0	0.048726454	0.0243806	0.230184909	0.022655014	0.211104456	0	0	0.064117863	0	0	0	0.048	0.17466889	1.019859152	BRCA	X727	X727	TCGA_Cau						
X73	0.027558075	0	0	0.134704451	0	0.139002852	0	0.009578998	0.066175014	0	0	0.040194125	0.036355688	0.067534297	0.108526127	0.219588033	0.008598317	0	0.142184025	0	0	0	0.027	0.203832198	1.00254354	BRCA	X73	X73	TCGA_Cau						
X737	0.046109571	0	0.002580783	0.129614655	0	0.297323648	0.013427488	0.109833506	0	0.02805274	0	0.042775686	0.034094144	0.014832396	0.12175273	0.103103342	0.005283462	0	0.044548822	0	0.006667027	0	0	0.371516641	0.934118075	BRCA	X737	X737	TCGA_Cau						
X739	0	0.009646936	0.005762629	0.044016451	0	0	0	0.031022083	0.042627397	0	0.026296145	0.016407475	0	0.548501019	0.00838298	0.242184053	0	0	0.025152833	0	0	0	0.383	0.048600213	1.180977596	BRCA	X739	X739	TCGA_Cau						
X741	0.020013346	0	0	0.020853765	0	0.182951232	0	0.089692635	0.032202589	0	0	0	0.018045845	0.221053766	0.065272331	0.223369768	0	0	0.126544723	0	0	0	0.024	0.206387296	1.008877885	BRCA	X741	X741	TCGA_Cau						
X743	0.036612825	0	0	0.013509367	0	0.083381572	0	0.089772135	0.015349959	0.001004202	0	0.031729609	0	0.171302118	0.052993915	0.437971815	0	0	0.054588051	0.006957839	0	0.004826594	0.008	0.251360272	0.997136791	BRCA	X743	X743	TCGA_Cau						
X751	0.023945577	0	0	0.091242219	0	0.201145924	0	0.006205911	0.054159225	0	0	0.072507571	0.025661955	0.001706968	0.044875169	0.319725623	0.117506708	0	0.04131715	0	0	0	0.038	0.186838309	1.01017408	BRCA	X751	X751	TCGA_Cau						
X757	0.10538292	0.047041535	0	0.041635185	0	0.166024852	0	0.108454237	0.068114654	0	0	0.089165998	0.012320023	0	0.109811955	0.201908137	0.024570447	0.012100145	0	0.013469912	0	0	0.003	0.271872975	0.976220243	BRCA	X757	X757	TCGA_Cau						
X761	0.073923235	0	0	0.033146833	0	0.194148842	0.024914536	0.018310574	0.016747726	0	0	0.058527403	0.047859206	0	0.09921151	0.266697346	0.105154943	0	0.061357847	0	0	0	0.1	0.130300087	1.027764786	BRCA	X761	X761	TCGA_Cau						
X775	0	0	0.003220278	0.041051654	0	0.073998277	0	0.074642713	0.024397878	0	0	0.093410544	0	0.176974221	0.086789305	0.388499009	0	0	0.025938423	0.007140758	0	0.003936941	0	0.444541287	0.896359106	BRCA	X775	X775	TCGA_Cau						
X792	0.015707586	0	0	0.050921178	0	0.051021467	0	0.052657911	0.052772923	0	0	0.033936814	0	0.10914056	0.038136482	0.495486827	0	0	0.099468745	0	0	7.00E-04	0.015	0.231461906	1.004901882	BRCA	X792	X792	TCGA_Cau						
X793	0.019515707	0	0	0.036832521	0	0.183287102	0	0.022018797	0.020086361	0	0	0.02884354	0.005116038	0	0.055601675	0.254427305	0.070922609	0	0.303348346	0	0	0	0.107	0.125737268	1.041616047	BRCA	X793	X793	TCGA_Cau						
X794	0.005814978	0	0	0	0	0.14697081	0	0.026252876	0.084420696	0	0.067549405	0.015733639	0.048355922	0.347345409	0.040760308	0.181729576	0	0	0.035066382	0	0	0	0.042	0.179115503	1.037883426	BRCA	X794	X794	TCGA_Cau						
X795	4.00E-04	0	0	0.034800161	0	0.10886761	0	0	0.010904057	0	0	0.064028852	0.029528039	0.215548323	0.018755027	0.345542122	0.009341341	0	0.162316361	0	0	0	0	0.327811197	0.958722934	BRCA	X795	X795	TCGA_Cau						
X798	0.054710029	0	0.001303522	0.039042445	0	0.101909863	0	0.045842002	0.045737902	0	0	0.088090165	0.064594416	0.185913768	0.049111255	0.223666726	0.064814674	0	0	0.028119337	0.007143895	0	0.001	0.287604885	0.969540422	BRCA	X798	X798	TCGA_Cau						
X8	0.002718667	0	0	0.010881011	0.007627482	4.00E-04	0	0.013649051	0.033258677	0	0.090558712	0	0	0.280839223	0	0.501157185	0	0	0.056036369	0	0	0.002842361	0	0.381833734	0.948542596	BRCA	X8	X8	TCGA_Cau						
X80	0.048268043	0	0.005612692	0.131084747	0	0.149673081	0	0.081933223	0.026945438	0.017005037	0	0.042786711	0	0.009572533	0.044607518	0.228079202	0	0	0.214246325	0	0	2.00E-04	0.221	0.081742085	1.053983464	BRCA	X80	X80	TCGA_Cau						
X800	0.066025337	0	0	0.087662514	0	0.216013002	0	0.11363869	0.031843024	0	0	0.037581801	0.017185282	0	0.0971552	0.273032863	0.027115558	0	0.03274673	0	0	0	0.011	0.239060312	0.98990397	BRCA	X800	X800	TCGA_Cau						
X803	0.023997912	0.00474844	0	0.206951795	0	0.04693633	0	0.088018695	0.105597719	0	0	0.09936541	0.011346288	0.029793208	0.135580166	0.153599351	0.082336887	0.0092469	0	8.00E-04	0	0.001647273	0	0.365593462	0.936538572	BRCA	X803	X803	TCGA_Cau						
X810	0.061043412	0	0.004494747	0.050697796	0	0.159133842	0.015914389	0.043792391	0.055794829	0	0	0.11579006	0	0.153797502	0.123227431	0.16305047	0	0	0.053263131	0	0	0	0	0.404052288	0.915074608	BRCA	X810	X810	TCGA_Cau						
X819	0.050077812	0	0.001566068	0.027303265	0	0.245805789	0	0.01189975	0.030095978	0	0	0.043128968	0.044060799	0	0.092903961	0.235911281	0.040681146	0	0.176565183	0	0	0	0	0.33600714	0.943902058	BRCA	X819	X819	TCGA_Cau						
X82	0	0.021261189	0	0	0	0.187429317	0	0.086008466	0	0	0	0.135347079	0.068711083	0.189278713	0	0.183544561	0	0.045101439	0.083318153	0	0	0	0.932	-0.0271	1.10341762	BRCA	X82	X82	TCGA_Cau						
X823	0.062948073	0	0.004359308	0.086049438	0	0.067618427	0	0.070735423	0.011633457	0	0	0.021799889	0.012446543	0.199270578	0.096040346	0.299877703	0.054730048	0	0.012490766	0	0	0	0.018	0.216885218	1.009376436	BRCA	X823	X823	TCGA_Cau						
X828	0.029087748	0.011741696	0	0.077260602	0	0.172442574	0	0	0.00586365	0	0	0	0.004561286	0	0.04897359	0.045982422	0.002671008	0	0.601415424	0	0	0	0	0.330620035	0.99863106	BRCA	X828	X828	TCGA_Cau						
X836	0.061030133	0	0	0.151309437	0	0.138169341	0	0.005647528	0.061133383	0	0	0.062010475	0.037655805	0.09525011	0.114650303	0.161104643	0.004023334	0	0.108015508	0	0	0	0.003	0.269076197	0.975397798	BRCA	X836	X836	TCGA_Cau						
X84	0.107178555	0	0.002059925	0.06180882	0	0.202732832	0	0.02410807	0.00871213	0	0	0.050861072	0.021466517	0	0.052067979	0.315978211	0.029230453	0	0.08559259	0.029046903	0	0.009155944	0.003	0.268563118	0.972009898	BRCA	X84	X84	TCGA_Cau						
X842	0.002231894	0	0.002086736	0.103518533	0	0.161329767	0	0.024395443	0.020110448	0	0.014075553	0	0	0.499208289	0.003744894	0.100688331	0	0	0.062920965	0	0	0.005689148	0.058	0.163404374	1.077469825	BRCA	X842	X842	TCGA_Cau						
X853	0.005149877	0	0.006140215	0	0	0.02497554	0	0.025193666	0.071265296	0	0.03030492	0	0	0.325626559	0.016704387	0.439391556	0	0	0.055247983	0	0	0	0	0.54973706	0.836447646	BRCA	X853	X853	TCGA_Cau						
X854	0.120483836	0	0.010055528	0.039864404	0	0.310462233	0	0.032388731	0	0	0	0.013871411	0.00428481	0	0.04899645	0.169449871	0.068643456	0	0.18149927	0	0	0	0.026	0.205579311	0.998763171	BRCA	X854	X854	TCGA_Cau						
X86	0.073510639	0.012705467	0	0.126105827	0	0.135109635	0.003753873	0.038783872	0.063868039	0.026349133	0	0.079886418	0.037396771	0.052521979	0.087797425	0.199700234	8.00E-04	0	0.061692581	0	0	0	0	0.375290871	0.927474512	BRCA	X86	X86	TCGA_Cau						
X861	0.01736771	0	0	0.025522877	0	0.082915715	0	0	0.025692101	0	0	0.029929117	0	0.417085106	0.028367849	0.243085775	0.036902518	0	0.093131231	0	0	0	0	0.710542635	0.715335676	BRCA	X861	X861	TCGA_Cau						
X866	0.019717787	0	0	0.057872655	0	0.1531235	0	0.042687459	0	0.010922253	0	0.012966117	0.005779518	0.101011479	0.065620937	0.400673865	0.037328628	0	0.092295802	0	0	0	0.001	0.306897325	0.962561017	BRCA	X866	X866	TCGA_Cau						
X869	0.084475193	0	0	0.117981071	0	0.156884969	0	0.029596315	0.02353517	0	0	0.028925165	0.075197219	0.022267195	0.063071014	0.228044855	0.016060483	0	0.153961352	0	0	0	0	0.365072714	0.930803896	BRCA	X869	X869	TCGA_Cau						
X874	0.048142944	0	0.002902125	0.067366069	0	0.07904568	0.043656458	0.015875589	0.014939236	0	0	0.018594344	0.038103243	0.169106785	0.086289833	0.412765542	0	0	0	0	0	0.003212151	0.001	0.306379617	0.970069256	BRCA	X874	X874	TCGA_Cau						
X881	0.045337274	0	0.004316531	0.10851252	0	0.290081639	0	0.053576352	0.029712273	0	0	0.025232316	0.002907266	0	0.090899696	0.275563681	0.037138276	0	0.036023064	0	0	7.00E-04	0.016	0.229760325	0.995811101	BRCA	X881	X881	TCGA_Cau						
X882	0.105951652	0	0.025887005	0.068221558	0	0.15774544	0	0.012787364	0.025580763	0	0	0.025069665	0.009786447	0.001343624	0.056386956	0.418379265	0.011481121	0	0.081379139	0	0	0	0.023	0.207834325	1.000141223	BRCA	X882	X882	TCGA_Cau						
X884	0.102068627	0	0.007904033	0.047637722	0	0.193654641	0	0.054374419	0.044708745	0	0	0.023216323	0	0.176145106	0.083719902	0.23857364	0	0	0.027949041	0	0	0	0	0.372937166	0.92985894	BRCA	X884	X884	TCGA_Cau						
X890	0.064556876	0	0	0.196705598	0	0.218823054	0	0.068677129	0.034066545	0.011350383	0	0.038536667	0.019047899	0	0.08470706	0.184153745	0.059149365	0	0.020225678	0	0	0	0.013	0.23629006	0.995591525	BRCA	X890	X890	TCGA_Cau						
X90	0.051578678	0	0	0.145318951	0	0.107856007	4.00E-04	0.045071527	0.098035078	0	0	0.138286567	0.015712163	0.005424243	0.160183899	0.214490961	0	0.010651315	0.007038346	0	0	0	0.003	0.267494061	0.990524582	BRCA	X90	X90	TCGA_Cau						
X903	0.012681859	0	0	0.093270307	0	0.149598217	0	0.004886598	0.008466548	0	0	0.027366256	0.016521511	0	0.038697067	0.312281602	0.121402136	0	0.2148279	0	0	0	0	0.333035208	0.9467527	BRCA	X903	X903	TCGA_Cau						
X904	0.01081209	0	0	0.081645035	0	0.012523902	0.050202092	0.073742646	0.059682204	0	0	0.045997405	0.022822333	0.088196473	0.157038206	0.382006606	0	0	0.015331009	0	0	0	0	0.364817199	0.938191688	BRCA	X904	X904	TCGA_Cau						
X913	0.002013349	0.001985261	0	0.003073998	0	0.23962129	0	0.02592069	0.035184961	0	0.001678473	0.023421216	0.044312165	0	0.009690932	0.336154915	0.001355995	0	0.275586756	0	0	0	0.075	0.146121675	1.035074207	BRCA	X913	X913	TCGA_Cau						
X914	0.004273115	0	0.011494655	0	0	0.033054527	0	0.046868641	0.034858081	0.045671433	0	0.033465195	0	0.26932517	0.076560224	0.386378435	0.001848435	0	0.056202089	0	0	0	0	0.398397537	0.927056635	BRCA	X914	X914	TCGA_Cau						
X917	0.023860102	0	7.00E-04	0.016171404	0	0.231491251	0.04110031	0.027060508	0.017892659	0.053337895	0	0	0.00385533	0.085162887	0.155018184	0.229420241	0.021922807	0	0.084814147	0	0	0.008209169	0.051	0.17031797	1.022610439	BRCA	X917	X917	TCGA_Cau						
X939	0.011627465	0	0.017120068	0.063502522	0	0.105485292	0	0.103432523	8.00E-04	0	0.006346079	0	0.035547027	0.038776378	0.009256095	0.314488342	0.004203272	0	0.27928747	0	0.010100213	0	0.796	-0.0064	1.096981002	BRCA	X939	X939	TCGA_Cau						
X942	0.007626235	0	6.00E-04	0.259404915	0	0.052796151	0	0.071609655	0.054499967	0	0	0.078498867	0.00793067	0.014632554	0.089261276	0.299194661	0.019926554	0	0.044016349	0	0	0	0.008	0.250601048	0.989280404	BRCA	X942	X942	TCGA_Cau						
X951	0.160651392	0	0	0	0	0.178715173	0	0.04056961	0.021238318	0	0	0.023958134	0.043374816	0.131465891	0.064294497	0.312374273	0	0.016318087	0.007039809	0	0	0	0	0.333125744	0.948814363	BRCA	X951	X951	TCGA_Cau						
X956	0.0033908	0.006517342	0	0	0	0.14200283	0	0.045879021	0.055178043	0	0.085230173	0	0	0.238033003	0.080843741	0.286955215	0	0	0.052821207	0	0	0.003148624	0.094	0.134766438	1.049154663	BRCA	X956	X956	TCGA_Cau						
X959	0.055274023	0	0	0.029667183	0	0.074245383	0	0.024634769	0.036783418	0	0	0.032952548	0	0.352653116	0.029454139	0.339195653	0	0	0.025139767	0	0	0	0.008	0.252531534	1.016182732	BRCA	X959	X959	TCGA_Cau						
X965	0.003164505	0	0.001073994	0	0	0.126744678	0	0.023581768	0.061376889	0	0.109287274	0	0	0.28303157	0.012595309	0.314282184	0.002009185	0	0.062852643	0	0	0	0.529	0.026048266	1.110486107	BRCA	X965	X965	TCGA_Cau						
X968	0.014104778	0	0	0.057885935	0	0.041917963	0	0.086850737	0.008349444	0	0	0.050957919	0.016428721	0.278959432	0.050193335	0.154775176	0	0.212893316	0	0.026683245	0	0	0.001	0.291148309	0.984415856	BRCA	X968	X968	TCGA_Cau						
X969	0.002888638	0	0	0.042554088	0	0.079173379	0	0.022709028	0.015798243	0	0	0.025167058	0.013485317	0	0.013177184	0.60077691	0	0	0.170024525	0	0	0.01424563	0.01	0.242769884	1.004344853	BRCA	X969	X969	TCGA_Cau						
X98	0.00328192	0	0.010796393	0.17928999	0	0.052972229	1.00E-04	0.047466628	0.014549707	0	0	0.103406571	0.036958291	0.060636287	0.087708258	0.160264421	0.01943265	0	0.223120591	0	0	0	0.001	0.303405213	0.961331658	BRCA	X98	X98	TCGA_Cau						
X980	0.043356029	0	0.004653086	0.006949051	0	0.219970425	0.019371052	0.069504411	0.04185465	0	0	0.033433209	0.015827079	0.061660931	0.104667765	0.337746418	0	0	0.038821365	0	0	0.00218453	0.001	0.292483633	0.966449804	BRCA	X980	X980	TCGA_Cau						
X981	0.026448364	0	6.00E-04	0.136038599	0	0.143661244	0	0.06702356	0.049915496	0	0	0.035964366	0.049549778	0	0.107555307	0.291357914	0.002087732	0	0.088395232	0	0	0.001438318	0	0.408397315	0.912133997	BRCA	X981	X981	TCGA_Cau						
X982	0.021732031	0	0.001417799	0.052936771	0	0.103958953	0	0.028523264	0	0	0	0	0.116127159	0	0.050544997	0.508139266	0.011432942	0	0.102833041	0	0	0.002353777	0.023	0.210172428	1.012372226	BRCA	X982	X982	TCGA_Cau						
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
